ps3,best_match,percent,all_matches,,,,
sprites\eri\1\eri_a11_hanbeso1.png,bmp\tati\eri\1\eri_hanbesoa1,100,"('bmp\\tati\\eri\\1\\eri_hanbesoa1', 11)",,,,
sprites\bea\1\bea_a13_gaman3.png,bmp\tati\bea\1\bea_gamana3,100,"('bmp\\tati\\bea\\1\\bea_gamana3', 1)",,,,
sprites\bea\1\bea_a13_gaman2.png,bmp\tati\bea\1\bea_gamana2,100,"('bmp\\tati\\bea\\1\\bea_gamana2', 3)",,,,
sprites\bea\1\bea_a13_gaman1.png,bmp\tati\bea\1\bea_gamana1,100,"('bmp\\tati\\bea\\1\\bea_gamana1', 1)",,,,
bmp\tati\bea\1\bea_iiwakea3,bmp\tati\but\1\but_futekia1,100,"('bmp\\tati\\but\\1\\but_futekia1', 1)",,,,
sprites\kin\1\kin_a12_warai1.png,bmp\tati\kin\1\kin_waraia1,100,"('bmp\\tati\\kin\\1\\kin_waraia1', 2)",,,,
sprites\bea\1\bea_a13_fukigen1.png,bmp\tati\bea\1\bea_fukigena1,100,"('bmp\\tati\\bea\\1\\bea_fukigena1', 3)",,,,
sprites\cor\1\cor_a13_odoroki1.png,bmp\tati\cor\1\cor_odorokia1,100,"('bmp\\tati\\cor\\1\\cor_odorokia1', 6)",,,,
sprites\eri\1\eri_a11_odoroki2.png,bmp\tati\eri\1\eri_odorokia2,100,"('bmp\\tati\\eri\\1\\eri_odorokia2', 33)",,,,
sprites\cor\1\cor_a11_odoroki1.png,bmp\tati\cor\1\cor_odorokia1,100,"('bmp\\tati\\cor\\1\\cor_odorokia1', 5)",,,,
sprites\cor\1\cor_a13_odoroki2.png,bmp\tati\cor\1\cor_odorokia2,100,"('bmp\\tati\\cor\\1\\cor_odorokia2', 4)",,,,
sprites\cor\1\cor_a13_majime2.png,bmp\tati\cor\1\cor_majimea2,100,"('bmp\\tati\\cor\\1\\cor_majimea2', 5)",,,,
sprites\cor\1\cor_a13_def1.png,bmp\tati\cor\1\cor_defa1,100,"('bmp\\tati\\cor\\1\\cor_defa1', 3)",,,,
sprites\ger\1\ger_a13_def1.png,bmp\tati\ger\1\ger_defa1,100,"('bmp\\tati\\ger\\1\\ger_defa1', 7)",,,,
sprites\kin\1\kin_a13_akuwarai1.png,bmp\tati\kin\1\kin_akuwaraia1,100,"('bmp\\tati\\kin\\1\\kin_akuwaraia1', 4)",,,,
sprites\kir\1\kir_a25_komaru1.png,bmp\tati\kir\1\kir_komarua1,100,"('bmp\\tati\\kir\\1\\kir_komarua1', 2)",,,,
sprites\ron\1\ron_a12_warai2.png,bmp\tati\ron\1\ron_waraia2,100,"('bmp\\tati\\ron\\1\\ron_waraia2', 1)",,,,
sprites\s41\1\s41_a13_def1.png,bmp\tati\s41\1\s41_defa1,100,"('bmp\\tati\\s41\\1\\s41_defa1', 1)",,,,
sprites\s45\1\s45_a13_majime1.png,bmp\tati\s45\1\s45_majimea1,100,"('bmp\\tati\\s45\\1\\s45_majimea1', 2)",,,,
sprites\s41\1\s41_a12_akuwarai2.png,bmp\tati\s41\1\s41_akuwaraia2,100,"('bmp\\tati\\s41\\1\\s41_akuwaraia2', 1)",,,,
sprites\s45\1\s45_a13_def2.png,bmp\tati\s45\1\s45_defa2,100,"('bmp\\tati\\s45\\1\\s45_defa2', 1)",,,,
sprites\dla\1\dla_a11_ikari1.png,bmp\tati\dla\1\dla_ikaria1,100,"('bmp\\tati\\dla\\1\\dla_ikaria1', 30)",,,,
sprites\kin\1\kin_a12_majime1.png,bmp\tati\kin\1\kin_majimea1,100,"('bmp\\tati\\kin\\1\\kin_majimea1', 1)",,,,
sprites\kin\1\kin_a12_fukigen1.png,bmp\tati\kin\1\kin_fukigena1,100,"('bmp\\tati\\kin\\1\\kin_fukigena1', 4)",,,,
sprites\bea\1\bea_a11_gaman1.png,bmp\tati\bea\1\bea_gamana1,100,"('bmp\\tati\\bea\\1\\bea_gamana1', 2)",,,,
sprites\bea\1\bea_a11_1_aseru2.png,bmp\tati\bea\1\bea_aserua2,100,"('bmp\\tati\\bea\\1\\bea_aserua2', 5)",,,,
sprites\eri\1\eri_b13_akuwarai3.png,bmp\tati\eri\1\eri_akuwaraia3,100,"('bmp\\tati\\eri\\1\\eri_akuwaraia3', 1)",,,,
sprites\bea\1\bea_a11_gaman7.png,bmp\tati\bea\1\bea_gamana7,100,"('bmp\\tati\\bea\\1\\bea_gamana7', 3)",,,,
sprites\dla\1\dla_b22_akuwarai1.png,bmp\tati\dla\1\dla_akuwaraia1,100,"('bmp\\tati\\dla\\1\\dla_akuwaraia1', 2)",,,,
sprites\bea\1\bea_a11_ikari1.png,bmp\tati\bea\1\bea_ikaria1,100,"('bmp\\tati\\bea\\1\\bea_ikaria1', 2)",,,,
sprites\dla\1\dla_b21b_warai2.png,bmp\tati\dla\1\dla_waraia2b,100,"('bmp\\tati\\dla\\1\\dla_waraia2b', 2)",,,,
sprites\bea\1\bea_a11_komaru1.png,bmp\tati\bea\1\bea_komarua1,100,"('bmp\\tati\\bea\\1\\bea_komarua1', 5)",,,,
sprites\rg3\1\rg3_a12_ikari2.png,bmp\tati\rg3\1\rg3_ikaria2,100,"('bmp\\tati\\rg3\\1\\rg3_ikaria2', 1)",,,,
sprites\cor\1\cor_a11_majime1.png,bmp\tati\cor\1\cor_majimea1,100,"('bmp\\tati\\cor\\1\\cor_majimea1', 24)",,,,
sprites\ger\1\ger_a11_def2.png,bmp\tati\ger\1\ger_defa2,100,"('bmp\\tati\\ger\\1\\ger_defa2', 19)",,,,
bmp\tati\ger\1\ger_defa1,bmp\tati\cor\1\cor_defa1,100,"('bmp\\tati\\cor\\1\\cor_defa1', 1)",,,,
sprites\eri\1\eri_b13_warai2.png,bmp\tati\eri\1\eri_waraia1,100,"('bmp\\tati\\eri\\1\\eri_waraia1', 1)",,,,
bmp\tati\eva\1\eva_akirea1,bmp\tati\nat\1\nat_ikaria1,100,"('bmp\\tati\\nat\\1\\nat_ikaria1', 1)",,,,
sprites\bea\1\bea_a11_1_aseru3.png,bmp\tati\bea\1\bea_aserua3,100,"('bmp\\tati\\bea\\1\\bea_aserua3', 10)",,,,
sprites\rg2\1\rg2_b22_naku1.png,bmp\tati\rg2\1\rg2_nakua1,100,"('bmp\\tati\\rg2\\1\\rg2_nakua1', 1)",,,,
sprites\bea\1\bea_a21_akuwarai4.png,bmp\tati\bea\1\bea_akuwaraia4,100,"('bmp\\tati\\bea\\1\\bea_akuwaraia4', 2)",,,,
sprites\s00\1\s00_a11_odoroki1.png,bmp\tati\s00\1\s00_odorokia1,100,"('bmp\\tati\\s00\\1\\s00_odorokia1', 3)",,,,
sprites\rg7\1\rg7_c21_akuwarai1.png,bmp\tati\rg7\1\rg7_akuwaraia1,100,"('bmp\\tati\\rg7\\1\\rg7_akuwaraia1', 2)",,,,
sprites\s45\1\s45_a11_odoroki1.png,bmp\tati\s45\1\s45_odorokia1,100,"('bmp\\tati\\s45\\1\\s45_odorokia1', 7)",,,,
sprites\dla\1\dla_a11_majime1.png,bmp\tati\dla\1\dla_majimea1,100,"('bmp\\tati\\dla\\1\\dla_majimea1', 64)",,,,
sprites\bea\1\bea_a11_gaman3.png,bmp\tati\bea\1\bea_gamana3,100,"('bmp\\tati\\bea\\1\\bea_gamana3', 6)",,,,
sprites\s00\1\s00_a13_odoroki1.png,bmp\tati\s00\1\s00_odorokia1,100,"('bmp\\tati\\s00\\1\\s00_odorokia1', 1)",,,,
sprites\bea\1\bea_a11_1_aseru4.png,bmp\tati\bea\1\bea_aserua4,100,"('bmp\\tati\\bea\\1\\bea_aserua4', 13)",,,,
sprites\bea\1\bea_a11_gaman4.png,bmp\tati\bea\1\bea_gamana4,100,"('bmp\\tati\\bea\\1\\bea_gamana4', 3)",,,,
sprites\bea\1\bea_a13_odoroki1.png,bmp\tati\bea\1\bea_odorokia1,100,"('bmp\\tati\\bea\\1\\bea_odorokia1', 1)",,,,
sprites\dla\1\dla_b22b_warai1.png,bmp\tati\dla\1\dla_waraia1b,100,"('bmp\\tati\\dla\\1\\dla_waraia1b', 4)",,,,
sprites\dla\1\dla_a11b_def2.png,bmp\tati\dla\1\dla_defa2b,100,"('bmp\\tati\\dla\\1\\dla_defa2b', 2)",,,,
sprites\dla\1\dla_a11b_majime1.png,bmp\tati\dla\1\dla_majimea1b,100,"('bmp\\tati\\dla\\1\\dla_majimea1b', 1)",,,,
sprites\dla\1\dla_a11b_majime3.png,bmp\tati\dla\1\dla_majimea3b,100,"('bmp\\tati\\dla\\1\\dla_majimea3b', 3)",,,,
sprites\bea\1\bea_a21_odoroki1.png,bmp\tati\bea\1\bea_odorokia1,100,"('bmp\\tati\\bea\\1\\bea_odorokia1', 2)",,,,
sprites\dla\1\dla_a11b_warai1.png,bmp\tati\dla\1\dla_waraia1b,100,"('bmp\\tati\\dla\\1\\dla_waraia1b', 13)",,,,
sprites\s45\1\s45_a11_def2.png,bmp\tati\s45\1\s45_defa2,100,"('bmp\\tati\\s45\\1\\s45_defa2', 7)",,,,
sprites\s41\1\s41_a11_akuwarai1.png,bmp\tati\s41\1\s41_akuwaraia1,100,"('bmp\\tati\\s41\\1\\s41_akuwaraia1', 6)",,,,
sprites\s00\1\s00_a11_majime2.png,bmp\tati\s00\1\s00_majimea2,100,"('bmp\\tati\\s00\\1\\s00_majimea2', 13)",,,,
sprites\s45\1\s45_a13_komaru1.png,bmp\tati\s45\1\s45_komarua1,100,"('bmp\\tati\\s45\\1\\s45_komarua1', 4)",,,,
sprites\s41\1\s41_a13_majime1.png,bmp\tati\s41\1\s41_majimea1,100,"('bmp\\tati\\s41\\1\\s41_majimea1', 3)",,,,
sprites\s00\1\s00_a11_majime1.png,bmp\tati\s00\1\s00_majimea1,100,"('bmp\\tati\\s00\\1\\s00_majimea1', 19)",,,,
sprites\cor\1\cor_a11_def1.png,bmp\tati\cor\1\cor_defa1,100,"('bmp\\tati\\cor\\1\\cor_defa1', 23)",,,,
sprites\rud\1\rud_a12_odoroki1.png,bmp\tati\rud\1\rud_odorokia1,100,"('bmp\\tati\\rud\\1\\rud_odorokia1', 1)",,,,
sprites\eva\1\eva_b23_majime1.png,bmp\tati\eva\1\eva_majimea1,100,"('bmp\\tati\\eva\\1\\eva_majimea1', 1)",,,,
sprites\ger\1\ger_a13_komaru1.png,bmp\tati\ger\1\ger_odorokia1,100,"('bmp\\tati\\ger\\1\\ger_odorokia1', 3)",,,,
sprites\s41\1\s41_a11_akuwarai2.png,bmp\tati\s41\1\s41_akuwaraia2,100,"('bmp\\tati\\s41\\1\\s41_akuwaraia2', 11)",,,,
sprites\s41\1\s41_a11_def1.png,bmp\tati\s41\1\s41_defa1,100,"('bmp\\tati\\s41\\1\\s41_defa1', 13)",,,,
sprites\dla\1\dla_a11_warai1.png,bmp\tati\dla\1\dla_waraia1,100,"('bmp\\tati\\dla\\1\\dla_waraia1', 21)",,,,
sprites\bea\1\bea_a11_akuwarai5.png,bmp\tati\bea\1\bea_akuwaraia5,100,"('bmp\\tati\\bea\\1\\bea_akuwaraia5', 5)",,,,
sprites\bea\1\bea_a13_akuwarai3.png,bmp\tati\bea\1\bea_akuwaraia3,100,"('bmp\\tati\\bea\\1\\bea_akuwaraia3', 1)",,,,
sprites\dla\1\dla_a11_def2.png,bmp\tati\dla\1\dla_defa2,100,"('bmp\\tati\\dla\\1\\dla_defa2', 40)",,,,
sprites\dla\1\dla_a11_majime3.png,bmp\tati\dla\1\dla_majimea3,100,"('bmp\\tati\\dla\\1\\dla_majimea3', 75)",,,,
sprites\rg1\1\rg1_a12_akuwarai2.png,bmp\tati\rg1\1\rg1_akuwaraia2,100,"('bmp\\tati\\rg1\\1\\rg1_akuwaraia2', 3)",,,,
sprites\rg1\1\rg1_a12_hohoemi1.png,bmp\tati\rg1\1\rg1_hohoemia1,100,"('bmp\\tati\\rg1\\1\\rg1_hohoemia1', 3)",,,,
sprites\eri\1\eri_b12_akuwarai4.png,bmp\tati\eri\1\eri_akuwaraia4,100,"('bmp\\tati\\eri\\1\\eri_akuwaraia4', 1)",,,,
sprites\eri\1\eri_b12_akuwarai1.png,bmp\tati\eri\1\eri_akuwaraia1,100,"('bmp\\tati\\eri\\1\\eri_akuwaraia1', 1)",,,,
sprites\kin\1\kin_a21_akuwarai2.png,bmp\tati\kin\1\kin_akuwaraia2,100,"('bmp\\tati\\kin\\1\\kin_akuwaraia2', 13)",,,,
sprites\eri\1\eri_a14_akire2.png,bmp\tati\eri\1\eri_akirea2,100,"('bmp\\tati\\eri\\1\\eri_akirea2', 1)",,,,
sprites\kir\1\kir_a25_futeki1.png,bmp\tati\kir\1\kir_futekia1,100,"('bmp\\tati\\kir\\1\\kir_futekia1', 1)",,,,
sprites\rud\1\rud_a21_majime2.png,bmp\tati\rud\1\rud_majimea2,100,"('bmp\\tati\\rud\\1\\rud_majimea2', 1)",,,,
sprites\eva\1\eva_b25_def1.png,bmp\tati\eva\1\eva_defa1,100,"('bmp\\tati\\eva\\1\\eva_defa1', 14)",,,,
sprites\nat\1\nat_a12_odoroki4.png,bmp\tati\nat\1\nat_odorokia4,100,"('bmp\\tati\\nat\\1\\nat_odorokia4', 3)",,,,
sprites\eri\1\eri_a14_akire1.png,bmp\tati\eri\1\eri_akirea1,100,"('bmp\\tati\\eri\\1\\eri_akirea1', 2)",,,,
sprites\eri\1\eri_a12_akuwarai3.png,bmp\tati\eri\1\eri_akuwaraia3,100,"('bmp\\tati\\eri\\1\\eri_akuwaraia3', 3)",,,,
sprites\kir\1\kir_a23_nayamu1.png,bmp\tati\kir\1\kir_nayamua1,100,"('bmp\\tati\\kir\\1\\kir_nayamua1', 2)",,,,
sprites\goh\1\goh_a11_ikari2.png,bmp\tati\goh\1\goh_ikaria2,100,"('bmp\\tati\\goh\\1\\goh_ikaria2', 3)",,,,
sprites\kir\1\kir_a13_nayamu1.png,bmp\tati\kir\1\kir_nayamua1,100,"('bmp\\tati\\kir\\1\\kir_nayamua1', 4)",,,,
sprites\eri\1\eri_a12_majime2.png,bmp\tati\eri\1\eri_majimea2,100,"('bmp\\tati\\eri\\1\\eri_majimea2', 1)",,,,
sprites\bea\1\bea_a21_def2.png,bmp\tati\bea\1\bea_defa2,100,"('bmp\\tati\\bea\\1\\bea_defa2', 1)",,,,
sprites\kum\1\kum_a12_majime1.png,bmp\tati\kum\1\kum_majimea2,100,"('bmp\\tati\\kum\\1\\kum_majimea2', 10)",,,,
sprites\rud\1\rud_a13_warai1.png,bmp\tati\rud\1\rud_waraia1,100,"('bmp\\tati\\rud\\1\\rud_waraia1', 1)",,,,
bmp\tati\rud\1\rud_majimea1,bmp\tati\rud\1\rud_waraia2,100,"('bmp\\tati\\rud\\1\\rud_waraia2', 1)",,,,
sprites\kir\1\kir_a33_nayamu1.png,bmp\tati\kir\1\kir_nayamua1,100,"('bmp\\tati\\kir\\1\\kir_nayamua1', 1)",,,,
sprites\kan\1\kan_a12_fuman1.png,bmp\tati\kan\1\kan_fumana1,100,"('bmp\\tati\\kan\\1\\kan_fumana1', 4)",,,,
sprites\bea\1\bea_a31_akuwarai5.png,bmp\tati\bea\1\bea_akuwaraia5,100,"('bmp\\tati\\bea\\1\\bea_akuwaraia5', 5)",,,,
sprites\ron\1\ron_a11_odoroki2.png,bmp\tati\ron\1\ron_odorokia2,100,"('bmp\\tati\\ron\\1\\ron_odorokia2', 3)",,,,
sprites\kir\1\kir_a11_futeki1.png,bmp\tati\kir\1\kir_futekia1,100,"('bmp\\tati\\kir\\1\\kir_futekia1', 29)",,,,
sprites\kir\1\kir_a12_komaru1.png,bmp\tati\kir\1\kir_komarua1,100,"('bmp\\tati\\kir\\1\\kir_komarua1', 2)",,,,
sprites\sha\1\sha_a11_odoroki2.png,bmp\tati\sha\1\sha_odorokia2,100,"('bmp\\tati\\sha\\1\\sha_odorokia2', 39)",,,,
sprites\goh\1\goh_a11_iiwake2.png,bmp\tati\goh\1\goh_iiwakea2,100,"('bmp\\tati\\goh\\1\\goh_iiwakea2', 4)",,,,
sprites\kir\1\kir_a27_futeki1.png,bmp\tati\kir\1\kir_futekia1,100,"('bmp\\tati\\kir\\1\\kir_futekia1', 7)",,,,
sprites\eri\1\eri_a11_gaman1.png,bmp\tati\eri\1\eri_gamana1,100,"('bmp\\tati\\eri\\1\\eri_gamana1', 28)",,,,
sprites\eri\1\eri_a11_gaman2.png,bmp\tati\eri\1\eri_gamana2,100,"('bmp\\tati\\eri\\1\\eri_gamana2', 41)",,,,
sprites\eri\1\eri_a11_odoroki1.png,bmp\tati\eri\1\eri_odorokia1,100,"('bmp\\tati\\eri\\1\\eri_odorokia1', 21)",,,,
sprites\but\1\but_a11_nayamu5.png,bmp\tati\but\1\but_nayamua5,100,"('bmp\\tati\\but\\1\\but_nayamua5', 1)",,,,
sprites\nat\1\nat_a12_hisu1.png,bmp\tati\nat\1\nat_hisua1,100,"('bmp\\tati\\nat\\1\\nat_hisua1', 8)",,,,
sprites\goh\1\goh_a11_komaru2.png,bmp\tati\goh\1\goh_komarua2,100,"('bmp\\tati\\goh\\1\\goh_komarua2', 16)",,,,
sprites\rg1\1\rg1_a22_def1.png,bmp\tati\rg1\1\rg1_komarua1,100,"('bmp\\tati\\rg1\\1\\rg1_komarua1', 1)",,,,
sprites\ron\1\ron_a13_def1.png,bmp\tati\ron\1\ron_defa1,100,"('bmp\\tati\\ron\\1\\ron_defa1', 1)",,,,
sprites\bea\1\bea_a11_warai3.png,bmp\tati\bea\1\bea_waraia3,100,"('bmp\\tati\\bea\\1\\bea_waraia3', 3)",,,,
sprites\ron\1\ron_a13_warai2.png,bmp\tati\ron\1\ron_waraia2,100,"('bmp\\tati\\ron\\1\\ron_waraia2', 4)",,,,
sprites\rg3\1\rg3_a22_odoroki3.png,bmp\tati\rg3\1\rg3_odorokia3,100,"('bmp\\tati\\rg3\\1\\rg3_odorokia3', 1)",,,,
sprites\rg7\1\rg7_c21_warai1.png,bmp\tati\rg7\1\rg7_waraia1,100,"('bmp\\tati\\rg7\\1\\rg7_waraia1', 3)",,,,
sprites\rg5\1\rg5_a11_fuman1.png,bmp\tati\rg5\1\rg5_fumana1,100,"('bmp\\tati\\rg5\\1\\rg5_fumana1', 1)",,,,
sprites\ber\1\ber_a21_akuwarai2.png,bmp\tati\ber\1\ber_akuwaraia2,100,"('bmp\\tati\\ber\\1\\ber_akuwaraia2', 38)",,,,
sprites\eva\1\eva_b23_komaru4.png,bmp\tati\eva\1\eva_komarua4,100,"('bmp\\tati\\eva\\1\\eva_komarua4', 5)",,,,
sprites\eri\1\eri_a12_akire1.png,bmp\tati\eri\1\eri_akirea1,100,"('bmp\\tati\\eri\\1\\eri_akirea1', 6)",,,,
sprites\gap\1\gap_a12_warai2.png,bmp\tati\gap\1\gap_waraia2,100,"('bmp\\tati\\gap\\1\\gap_waraia2', 3)",,,,
sprites\gap\1\gap_a11_akuwarai3.png,bmp\tati\gap\1\gap_akuwaraia3,100,"('bmp\\tati\\gap\\1\\gap_akuwaraia3', 11)",,,,
sprites\kan\1\kan_a11_ikari1.png,bmp\tati\kan\1\kan_ikaria1,100,"('bmp\\tati\\kan\\1\\kan_ikaria1', 7)",,,,
sprites\eva\1\eva_b25_naku2.png,bmp\tati\eva\1\eva_nakua2,100,"('bmp\\tati\\eva\\1\\eva_nakua2', 7)",,,,
sprites\eva\1\eva_b25_naku4.png,bmp\tati\eva\1\eva_nakua4,100,"('bmp\\tati\\eva\\1\\eva_nakua4', 10)",,,,
sprites\kir\1\kir_a38_majime2.png,bmp\tati\kir\1\kir_majimea2,100,"('bmp\\tati\\kir\\1\\kir_majimea2', 8)",,,,
sprites\nat\1\nat_a21_tukare1.png,bmp\tati\nat\1\nat_tukarea1,100,"('bmp\\tati\\nat\\1\\nat_tukarea1', 1)",,,,
sprites\rg6\1\rg6_d21_odoroki3.png,bmp\tati\rg6\1\rg6_odorokia3,100,"('bmp\\tati\\rg6\\1\\rg6_odorokia3', 1)",,,,
sprites\rg2\1\rg2_a11_fuman1.png,bmp\tati\rg2\1\rg2_fumana2,100,"('bmp\\tati\\rg2\\1\\rg2_fumana2', 1)",,,,
sprites\rg6\1\rg6_d21_naku1.png,bmp\tati\rg6\1\rg6_nakua1,100,"('bmp\\tati\\rg6\\1\\rg6_nakua1', 1)",,,,
sprites\sha\1\sha_a12_odoroki1.png,bmp\tati\sha\1\sha_odorokia1,100,"('bmp\\tati\\sha\\1\\sha_odorokia1', 7)",,,,
sprites\goh\1\goh_a12_odoroki1.png,bmp\tati\goh\1\goh_odorokia1,100,"('bmp\\tati\\goh\\1\\goh_odorokia1', 6)",,,,
sprites\rg4\1\rg4_a12_ikari1.png,bmp\tati\rg4\1\rg4_ikaria1,100,"('bmp\\tati\\rg4\\1\\rg4_ikaria1', 1)",,,,
sprites\rg2\1\rg2_a22_fuman1.png,bmp\tati\rg2\1\rg2_fumana1,100,"('bmp\\tati\\rg2\\1\\rg2_fumana1', 1)",,,,
sprites\rg4\1\rg4_a32_komaru2.png,bmp\tati\rg4\1\rg4_komarua1,100,"('bmp\\tati\\rg4\\1\\rg4_komarua1', 1)",,,,
sprites\rg2\1\rg2_a21_komaru2.png,bmp\tati\rg2\1\rg2_komarua2,100,"('bmp\\tati\\rg2\\1\\rg2_komarua2', 1)",,,,
sprites\rg6\1\rg6_d11_odoroki3.png,bmp\tati\rg6\1\rg6_odorokia2,100,"('bmp\\tati\\rg6\\1\\rg6_odorokia2', 1)",,,,
sprites\rg7\1\rg7_a12_warai1.png,bmp\tati\rg7\1\rg7_waraia1,100,"('bmp\\tati\\rg7\\1\\rg7_waraia1', 1)",,,,
sprites\rg5\1\rg5_a12_akuwarai2.png,bmp\tati\rg5\1\rg5_akuwaraia2,100,"('bmp\\tati\\rg5\\1\\rg5_akuwaraia2', 1)",,,,
sprites\rg3\1\rg3_a22_fuman1.png,bmp\tati\rg3\1\rg3_fumana1,100,"('bmp\\tati\\rg3\\1\\rg3_fumana1', 1)",,,,
sprites\rg3\1\rg3_a22_komaru2.png,bmp\tati\rg3\1\rg3_komarua1,100,"('bmp\\tati\\rg3\\1\\rg3_komarua1', 1)",,,,
sprites\rg7\1\rg7_c21_akuwarai4.png,bmp\tati\rg7\1\rg7_akuwaraia4,100,"('bmp\\tati\\rg7\\1\\rg7_akuwaraia4', 2)",,,,
sprites\rg5\1\rg5_a31_komaru2.png,bmp\tati\rg5\1\rg5_komarua1,100,"('bmp\\tati\\rg5\\1\\rg5_komarua1', 1)",,,,
sprites\rg3\1\rg3_a22_ikari1.png,bmp\tati\rg3\1\rg3_ikaria1,100,"('bmp\\tati\\rg3\\1\\rg3_ikaria1', 1)",,,,
sprites\rg7\1\rg7_d21_warai1.png,bmp\tati\rg7\1\rg7_waraia1,100,"('bmp\\tati\\rg7\\1\\rg7_waraia1', 3)",,,,
sprites\rg7\1\rg7_d21_akuwarai1.png,bmp\tati\rg7\1\rg7_akuwaraia1,100,"('bmp\\tati\\rg7\\1\\rg7_akuwaraia1', 1)",,,,
sprites\rg5\1\rg5_a11_odoroki3.png,bmp\tati\rg5\1\rg5_odorokia3,100,"('bmp\\tati\\rg5\\1\\rg5_odorokia3', 1)",,,,
sprites\eri\1\eri_b13_akuwarai2.png,bmp\tati\eri\1\eri_akuwaraia2,100,"('bmp\\tati\\eri\\1\\eri_akuwaraia2', 3)",,,,
sprites\kir\1\kir_a33_majime2.png,bmp\tati\kir\1\kir_majimea2,100,"('bmp\\tati\\kir\\1\\kir_majimea2', 12)",,,,
bmp\tati\rud\1\rud_nayamua1,bmp\tati\rud\1\rud_komarua1,100,"('bmp\\tati\\rud\\1\\rud_komarua1', 1)",,,,
sprites\eva\1\eva_b25_naku5star.png,bmp\tati\eva\1\eva_nakua5,100,"('bmp\\tati\\eva\\1\\eva_nakua5', 9)",,,,
sprites\but\1\but_b26_futeki1.png,bmp\tati\but\1\but_futekia1,100,"('bmp\\tati\\but\\1\\but_futekia1', 1)",,,,
sprites\but\1\but_b26_nayamu1.png,bmp\tati\but\1\but_nayamua1,100,"('bmp\\tati\\but\\1\\but_nayamua1', 1)",,,,
sprites\eri\1\eri_a12_akuwarai2.png,bmp\tati\eri\1\eri_akuwaraia2,100,"('bmp\\tati\\eri\\1\\eri_akuwaraia2', 3)",,,,
sprites\eri\1\eri_a13_warai4.png,bmp\tati\eri\1\eri_waraia4,100,"('bmp\\tati\\eri\\1\\eri_waraia4', 2)",,,,
sprites\bea\1\bea_a11_akuwarai4.png,bmp\tati\bea\1\bea_akuwaraia4,100,"('bmp\\tati\\bea\\1\\bea_akuwaraia4', 14)",,,,
sprites\gap\1\gap_a13_akuwarai3.png,bmp\tati\gap\1\gap_akuwaraia3,100,"('bmp\\tati\\gap\\1\\gap_akuwaraia3', 1)",,,,
sprites\bea\1\bea_a23_akuwarai4.png,bmp\tati\bea\1\bea_akuwaraia4,100,"('bmp\\tati\\bea\\1\\bea_akuwaraia4', 1)",,,,
sprites\bea\1\bea_a33_akuwarai1.png,bmp\tati\bea\1\bea_akuwaraia1,100,"('bmp\\tati\\bea\\1\\bea_akuwaraia1', 1)",,,,
sprites\bea\1\bea_a13_1_majime5star.png,bmp\tati\bea\1\bea_majimea5,100,"('bmp\\tati\\bea\\1\\bea_majimea5', 6)",,,,
sprites\gap\1\gap_a14_warai2.png,bmp\tati\gap\1\gap_waraia2,100,"('bmp\\tati\\gap\\1\\gap_waraia2', 3)",,,,
sprites\bea\1\bea_a21_akuwarai5.png,bmp\tati\bea\1\bea_akuwaraia5,100,"('bmp\\tati\\bea\\1\\bea_akuwaraia5', 7)",,,,
sprites\bea\1\bea_a31_futeki1.png,bmp\tati\bea\1\bea_futekia1,100,"('bmp\\tati\\bea\\1\\bea_futekia1', 2)",,,,
sprites\bea\1\bea_a11_fuman3.png,bmp\tati\bea\1\bea_fumana3,100,"('bmp\\tati\\bea\\1\\bea_fumana3', 3)",,,,
sprites\rud\1\rud_a22_majime2.png,bmp\tati\rud\1\rud_majimea2,100,"('bmp\\tati\\rud\\1\\rud_majimea2', 2)",,,,
sprites\eri\1\eri_b11_akuwarai3.png,bmp\tati\eri\1\eri_akuwaraia3,100,"('bmp\\tati\\eri\\1\\eri_akuwaraia3', 3)",,,,
sprites\ros\1\ros_a13_odoroki1.png,bmp\tati\ros\1\ros_odorokia1,100,"('bmp\\tati\\ros\\1\\ros_odorokia1', 1)",,,,
sprites\eva\1\eva_b23_ikari1.png,bmp\tati\eva\1\eva_ikaria1,100,"('bmp\\tati\\eva\\1\\eva_ikaria1', 1)",,,,
sprites\kan\1\kan_a11_majime1.png,bmp\tati\kan\1\kan_majimea1,100,"('bmp\\tati\\kan\\1\\kan_majimea1', 31)",,,,
sprites\sha\1\sha_a12_komaru1.png,bmp\tati\sha\1\sha_komarua1,100,"('bmp\\tati\\sha\\1\\sha_komarua1', 4)",,,,
sprites\kan\1\kan_a12_def1.png,bmp\tati\kan\1\kan_defa1,100,"('bmp\\tati\\kan\\1\\kan_defa1', 4)",,,,
sprites\kir\1\kir_a13_warai1.png,bmp\tati\kir\1\kir_waraia1,100,"('bmp\\tati\\kir\\1\\kir_waraia1', 1)",,,,
sprites\eva\1\eva_a11_futeki1.png,bmp\tati\eva\1\eva_futekia1,100,"('bmp\\tati\\eva\\1\\eva_futekia1', 5)",,,,
sprites\cla\1\cla_a14_nayamu1.png,bmp\tati\kla\1\kla_nayamua1,100,"('bmp\\tati\\kla\\1\\kla_nayamua1', 1)",,,,
sprites\ros\1\ros_a11_aseru1.png,bmp\tati\ros\1\ros_aserua1,100,"('bmp\\tati\\ros\\1\\ros_aserua1', 14)",,,,
